,Date,Close,High,Low,Open,Volume
0,2020-01-06,150.9960174560547,151.06248810455452,148.6033204049661,149.1445317269712,20813700
1,2020-01-07,149.6193084716797,151.6037214882425,149.37244847759914,151.27141162943474,21634100
2,2020-01-08,152.00250244140625,152.67664073690742,149.97061244271396,150.9011003331217,27746500
3,2020-01-09,153.9014434814453,154.02488070506504,152.89499547083327,153.66407312090712,21385000
4,2020-01-10,153.1892852783203,154.9743144766268,153.0373648172022,154.5945278117641,20725900
5,2020-01-13,155.03134155273438,155.0598248393225,153.11338482415076,153.58812558453712,21626500
6,2020-01-14,153.93942260742188,155.33516141166606,153.55013175988464,155.13576394480137,23477400
7,2020-01-15,154.93634033203125,155.6579553399232,154.35717068949413,154.40463316070066,21417900
8,2020-01-16,157.7753448486328,157.841815510258,155.7434549443291,156.04729598957823,23865400
9,2020-01-17,158.65835571289062,159.00965921241536,157.07270894577653,158.9621822424408,34371700
10,2020-01-21,158.0885772705078,159.69320238489578,158.02210665018194,158.25947688632385,29517200
11,2020-01-22,157.32907104492188,159.02865092857752,157.31007735957985,158.94318658850688,24138800
12,2020-01-23,158.2975311279297,158.37349137414458,156.92078607413185,157.7943071736997,19680800
13,2020-01-24,156.70240783691406,159.06662179825054,156.14221727387803,159.04762811314887,24918100
14,2020-01-27,154.08181762695312,155.12625280753838,152.1068948687137,153.00889916761867,32078100
15,2020-01-28,157.1011962890625,157.386029114127,154.83193635911937,155.50606002902032,24899900
16,2020-01-29,159.55079650878906,160.2249344595756,157.3195246327777,159.36090318775666,34754500
17,2020-01-30,164.0513916015625,165.2572370102274,162.16191844057855,165.2572370102274,51597500
18,2020-01-31,161.63018798828125,163.69056054766398,161.01303097531772,163.51017128130383,36142700
19,2020-02-03,165.57058715820312,165.6845203010666,161.7916403899352,161.82012367565108,30107000
20,2020-02-04,171.0205841064453,171.51431848810714,167.4030623122053,168.1911336080325,36433300
21,2020-02-05,170.81170654296875,174.8944796632022,169.3969884590293,174.73306955574307,39186300
22,2020-02-06,174.35324096679688,174.5336447165649,170.96358605909285,171.82761744591156,27751400
23,2020-02-07,174.60008239746094,176.252184760215,173.26131054253605,173.61262840836807,33529100
24,2020-02-10,179.16709899902344,179.30002578710295,173.9924293723042,174.30575990590592,35844300
25,2020-02-11,175.12234497070312,181.06609308949365,174.22983017110295,181.01861612373997,53159900
26,2020-02-12,175.37869262695312,176.4611007006087,172.6631756017562,176.2047366998145,47062900
27,2020-02-13,174.42922973632812,176.82191236947082,173.6316543706779,173.83105183407446,35295800
28,2020-02-14,175.98638916015625,176.04335572798814,173.42277770422567,173.99247235841844,23149500
29,2020-02-18,177.77139282226562,178.2176502251347,176.12879410902988,176.23323763923193,27792200
30,2020-02-19,178.3044891357422,179.16135026871905,177.5333112105626,179.04710599165605,29997500
31,2020-02-20,175.58163452148438,178.2760079740867,172.42075371010682,177.99038262590284,36862400
32,2020-02-21,170.03103637695312,174.70572716816383,168.75525962156425,174.39154073840234,48572600
33,2020-02-24,162.7000732421875,166.18467073776185,155.40717628325572,159.72960430957176,68311100
34,2020-02-25,160.01519775390625,166.46073285003268,159.61531360581694,165.8514056385486,68073300
35,2020-02-26,162.01451110839844,164.95641773939616,160.1484532792395,161.57656498681163,56206100
36,2020-02-27,150.59918212890625,159.0250497653848,150.4087700779,155.49286045756762,93174900
37,2020-02-28,154.24560546875,155.8641439606252,144.7153436590033,145.1056977436323,97012700
38,2020-03-02,164.50900268554688,164.6327770616493,154.53126258325238,157.38748705939656,71030800
39,2020-03-03,156.6257781982422,166.6130454071192,154.48361047157923,165.47055885839987,71677000
40,2020-03-04,162.3763427734375,162.51914816724377,157.6826069544084,160.41507121846044,49814400
41,2020-03-05,158.30148315429688,162.68101857562968,157.7492780197032,158.09202553333,47817300
42,2020-03-06,153.82672119140625,155.29290988438083,148.5236579689275,154.8168725190958,72821100
43,2020-03-09,143.40145874023438,150.18975467813294,142.8111771899838,143.76325170458367,70419300
44,2020-03-10,153.2078857421875,153.31261455858123,145.26758484382228,150.5801643410945,65354400
45,2020-03-11,146.2672576904297,150.14219461233048,143.90610170212486,149.5995195250043,56371600
46,2020-03-12,132.39547729492188,146.11487429018408,131.9384856038334,138.33642738908742,93226400
47,2020-03-13,151.21804809570312,154.15044033680311,133.98548773594624,140.43103844978467,92727400
48,2020-03-16,128.92996215820312,142.19237110925772,128.53009250260706,133.29046629899992,87905900
49,2020-03-17,139.54562377929688,140.43104645492656,128.53011031467852,133.29048477077774,81059800
50,2020-03-18,133.6713104248047,139.00293568680965,128.54915733094282,131.38633647109404,81593200
51,2020-03-19,135.87057495117188,142.9539978968266,132.33837173085726,135.9276971037771,85922700
52,2020-03-20,130.7674560546875,140.05018368392615,129.34885962811197,139.00289578141994,84866200
53,2020-03-23,129.46311950683594,133.83315361883407,126.16894903091577,130.4437553300874,78975200
54,2020-03-24,141.23080444335938,142.43042826160706,134.49964163185163,136.86078360477327,82516700
55,2020-03-25,139.87884521484375,146.9337238441079,137.51770348581238,141.77347953164312,75638200
56,2020-03-26,148.6283416748047,149.15198552324003,141.25928026614966,141.2878413372004,64568100
57,2020-03-27,142.52561950683594,147.46689090485182,142.04958202382878,144.4773760926674,57042300
58,2020-03-30,152.5509490966797,152.90322666976797,142.8207429707394,145.134292409769,63420300
59,2020-03-31,150.1517333984375,156.88289514179772,149.05683858683773,151.76072771768509,77927200
60,2020-04-01,144.8201141357422,150.189816009761,143.59194390247364,145.66746021865882,57969900
61,2020-04-02,147.81912231445312,148.02857992428844,143.15396179177512,144.58207393473876,49630700
62,2020-04-03,146.4576416015625,149.83750943261026,144.89623979452293,147.6667804454456,41243300
63,2020-04-06,157.34939575195312,158.5204436100187,150.02793870466274,152.63662871229192,67111700
64,2020-04-07,155.65472412109375,161.85272623097657,155.43573644344502,161.4623720516996,62769000
65,2020-04-08,157.21607971191406,158.68226816991287,155.6641935009924,157.73019359192514,48318200
66,2020-04-09,157.22561645507812,159.34873898293552,155.502363560662,158.38714875924393,51385100
67,2020-04-13,157.577880859375,157.63501754538458,154.52172915944234,156.47348523081303,41905300
68,2020-04-14,165.3753662109375,165.42297284963294,159.94854353230696,160.90061819618973,52874300
69,2020-04-15,163.6426239013672,165.2516326636138,161.12914697009398,162.99520547266337,40940800
70,2020-04-16,168.5552978515625,168.78380100859152,164.61370918973023,165.94662248113914,50479600
71,2020-04-17,170.04055786132812,171.37345671365338,167.44138330803202,170.89741933389323,52765600
72,2020-04-20,166.67018127441406,170.1833389597177,166.60354360506855,168.16494540659173,36669600
73,2020-04-21,159.77719116210938,165.3468197206917,158.14913695113438,165.18496875685338,56203700
74,2020-04-22,165.20399475097656,165.66098650812486,162.63339614169652,163.17607112940274,34620200
75,2020-04-23,163.2046661376953,166.6702179488877,162.71911320274435,165.76574976299443,32790800
76,2020-04-24,166.1846466064453,166.19416212381853,162.5286831390991,163.81397530484196,34277600
77,2020-04-27,165.70858764648438,168.42199154998565,164.99453169385157,168.1268507472983,33194400
78,2020-04-28,161.67176818847656,167.25092532811544,161.2718986425985,167.17475762497142,34392700
79,2020-04-29,168.92662048339844,169.1646391773293,163.64261710014011,164.9183938130075,51286600
80,2020-04-30,170.62132263183594,171.7542793831699,167.78412941217093,171.37345529352075,53875900
81,2020-05-01,166.20364379882812,170.07857925810438,165.67046990343954,167.3746913052552,39370500
82,2020-05-04,170.26905822753906,170.42139368615116,165.470607501329,166.12754145502342,30372900
83,2020-05-05,172.09701538085938,174.84851064820512,171.2782305680416,171.96372550563353,36839200
84,2020-05-06,173.79171752929688,175.37216509231774,172.92534055240677,173.35377128207907,32139300
85,2020-05-07,174.8009033203125,175.7053712897234,173.829783155337,175.3435782909568,28316000
86,2020-05-08,175.82916259765625,176.1338334990748,174.5724314480752,176.11478793585908,30877800
87,2020-05-11,177.79042053222656,178.52350753297063,174.08685082562172,174.37246159084364,30892700
88,2020-05-12,173.7631378173828,178.07603478681457,173.56321027780993,177.84754617015983,32038200
89,2020-05-13,171.1354217529297,175.2293457351353,168.0792556733336,173.8012337316338,44711500
90,2020-05-14,171.87808227539062,172.03041774753572,167.26051315262495,169.03137306565867,41873900
91,2020-05-15,174.38204956054688,178.09513601689562,168.5172644414072,170.47853649412016,46610400
92,2020-05-18,176.04812622070312,177.27629612153746,175.1436582128011,176.84786543647925,35264500
93,2020-05-19,174.82949829101562,177.6571615787806,174.69620840155065,176.16239718566547,26799100
94,2020-05-20,177.2545166015625,177.4359169583452,175.61238593843544,176.4429932900514,31261300
